id,device,timestamp,mAccuracy,mAltitude,mBearing,mElapsedRealtimeNanos,mExtras_networkLocationSource,mExtras_networkLocationType,mExtras_noGPSLocation_mAccuracy,mExtras_noGPSLocation_mAltitude,mExtras_noGPSLocation_mBearing,mExtras_noGPSLocation_mElapsedRealtimeNanos,mExtras_noGPSLocation_mExtras_coarseLocation_mAccuracy,mExtras_noGPSLocation_mExtras_coarseLocation_mAltitude,mExtras_noGPSLocation_mExtras_coarseLocation_mBearing,mExtras_noGPSLocation_mExtras_coarseLocation_mElapsedRealtimeNanos,mExtras_noGPSLocation_mExtras_coarseLocation_mHasAccuracy,mExtras_noGPSLocation_mExtras_coarseLocation_mHasAltitude,mExtras_noGPSLocation_mExtras_coarseLocation_mHasBearing,mExtras_noGPSLocation_mExtras_coarseLocation_mHasSpeed,mExtras_noGPSLocation_mExtras_coarseLocation_mLatitude,mExtras_noGPSLocation_mExtras_coarseLocation_mLongitude,mExtras_noGPSLocation_mExtras_coarseLocation_mProvider,mExtras_noGPSLocation_mExtras_coarseLocation_mSpeed,mExtras_noGPSLocation_mExtras_coarseLocation_mTime,mExtras_noGPSLocation_mHasAccuracy,mExtras_noGPSLocation_mHasAltitude,mExtras_noGPSLocation_mHasBearing,mExtras_noGPSLocation_mHasSpeed,mExtras_noGPSLocation_mLatitude,mExtras_noGPSLocation_mLongitude,mExtras_noGPSLocation_mProvider,mExtras_noGPSLocation_mSpeed,mExtras_noGPSLocation_mTime,mExtras_satellites,mExtras_travelState,mHasAccuracy,mHasAltitude,mHasBearing,mHasSpeed,mLatitude,mLongitude,mProvider,mSpeed,mTime,timestamp
2ec2920f-4328-4842-a656-cbd279f69ab8-34,32c6eef1-f955-4439-a76f-33fcfe4d7679,1387869477.826,905.0,0.0,0.0,176507365000000,cached,cell,905.0,0.0,0.0,176507365000000,2000.0,0.0,0.0,176507365000000,True,False,False,False,22.594594594594593,88.38766939354473,network,0.0,1387869476940,True,False,False,False,22.5859442,88.3805967,network,0.0,1387869476940,,stationary,True,False,False,False,22.5859442,88.3805967,network,0.0,1387869476940,1387869477.826
2ec2920f-4328-4842-a656-cbd279f69ab8-35,32c6eef1-f955-4439-a76f-33fcfe4d7679,1387869479.787,16.0,-49.977493778468855,0.0,176498212811613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,True,True,False,True,22.585921969553834,88.37994041076313,gps,0.0,1387869468000,1387869479.787
2ec2920f-4328-4842-a656-cbd279f69ab8-36,32c6eef1-f955-4439-a76f-33fcfe4d7679,1387869483.832,16.0,-49.977493778468855,0.0,176498212811613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,True,True,False,True,22.585921969553834,88.37994041076313,gps,0.0,1387869468000,1387869483.832
2ec2920f-4328-4842-a656-cbd279f69ab8-37,32c6eef1-f955-4439-a76f-33fcfe4d7679,1387869484.959,16.0,-49.977493778468855,0.0,176498212811613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,True,True,False,True,22.585921969553834,88.37994041076313,gps,0.0,1387869468000,1387869484.959
2ec2920f-4328-4842-a656-cbd279f69ab8-38,32c6eef1-f955-4439-a76f-33fcfe4d7679,1387869484.971,905.0,0.0,0.0,176514355000000,cached,cell,905.0,0.0,0.0,176514355000000,2000.0,0.0,0.0,176514355000000,True,False,False,False,22.594594594594593,88.38766939354473,network,0.0,1387869483930,True,False,False,False,22.5859442,88.3805967,network,0.0,1387869483930,,stationary,True,False,False,False,22.5859442,88.3805967,network,0.0,1387869483930,1387869484.971
2ec2920f-4328-4842-a656-cbd279f69ab8-44,32c6eef1-f955-4439-a76f-33fcfe4d7679,1387869485.09,905.0,0.0,0.0,176515399000000,cached,cell,905.0,0.0,0.0,176515399000000,2000.0,0.0,0.0,176515399000000,True,False,False,False,22.594594594594593,88.38766939354473,network,0.0,1387869484974,True,False,False,False,22.5859442,88.3805967,network,0.0,1387869484974,,stationary,True,False,False,False,22.5859442,88.3805967,network,0.0,1387869484974,1387869485.09
2ec2920f-4328-4842-a656-cbd279f69ab8-48,32c6eef1-f955-4439-a76f-33fcfe4d7679,1387869485.118,905.0,0.0,0.0,176515399000000,cached,cell,905.0,0.0,0.0,176515399000000,2000.0,0.0,0.0,176515399000000,True,False,False,False,22.594594594594593,88.38766939354473,network,0.0,1387869484974,True,False,False,False,22.5859442,88.3805967,network,0.0,1387869484974,,stationary,True,False,False,False,22.5859442,88.3805967,network,0.0,1387869484974,1387869485.118
2ec2920f-4328-4842-a656-cbd279f69ab8-104,32c6eef1-f955-4439-a76f-33fcfe4d7679,1387869485.901,6.0,-51.39004728172734,181.32967,176516266430997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,True,True,True,True,22.585739748527093,88.37990736859474,gps,0.9020584,1387869486000,1387869485.901
2ec2920f-4328-4842-a656-cbd279f69ab8-116,32c6eef1-f955-4439-a76f-33fcfe4d7679,1387869487.829,6.0,-51.39004728172734,181.32967,176516266430997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,True,True,True,True,22.585739748527093,88.37990736859474,gps,0.9020584,1387869486000,1387869487.829
2ec2920f-4328-4842-a656-cbd279f69ab8-117,32c6eef1-f955-4439-a76f-33fcfe4d7679,1387869487.843,905.0,0.0,0.0,176517456000000,cached,cell,905.0,0.0,0.0,176517456000000,2000.0,0.0,0.0,176517456000000,True,False,False,False,22.594594594594593,88.38766939354473,network,0.0,1387869487031,True,False,False,False,22.5859442,88.3805967,network,0.0,1387869487031,,stationary,True,False,False,False,22.5859442,88.3805967,network,0.0,1387869487031,1387869487.843
2ec2920f-4328-4842-a656-cbd279f69ab8-118,32c6eef1-f955-4439-a76f-33fcfe4d7679,1387869487.882,905.0,0.0,0.0,176518234000000,cached,cell,905.0,0.0,0.0,176518234000000,2000.0,0.0,0.0,176518234000000,True,False,False,False,22.594594594594593,88.38766939354473,network,0.0,1387869487809,True,False,False,False,22.5859442,88.3805967,network,0.0,1387869487809,,stationary,True,False,False,False,22.5859442,88.3805967,network,0.0,1387869487809,1387869487.882
2ec2920f-4328-4842-a656-cbd279f69ab8-119,32c6eef1-f955-4439-a76f-33fcfe4d7679,1387869487.889,905.0,0.0,0.0,176518234000000,cached,cell,905.0,0.0,0.0,176518234000000,2000.0,0.0,0.0,176518234000000,True,False,False,False,22.594594594594593,88.38766939354473,network,0.0,1387869487809,True,False,False,False,22.5859442,88.3805967,network,0.0,1387869487809,,stationary,True,False,False,False,22.5859442,88.3805967,network,0.0,1387869487809,1387869487.889
2ec2920f-4328-4842-a656-cbd279f69ab8-120,32c6eef1-f955-4439-a76f-33fcfe4d7679,1387869490.897,12.0,-51.681889802428046,181.72726,176519207043792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,True,True,True,True,22.585716891715684,88.37990704460462,gps,0.8553681,1387869489000,1387869490.897
2ec2920f-4328-4842-a656-cbd279f69ab8-121,32c6eef1-f955-4439-a76f-33fcfe4d7679,1387869491.066,905.0,0.0,0.0,176520271000000,cached,cell,905.0,0.0,0.0,176520271000000,2000.0,0.0,0.0,176520271000000,True,False,False,False,22.594594594594593,88.38766939354473,network,0.0,1387869489846,True,False,False,False,22.5859442,88.3805967,network,0.0,1387869489846,,stationary,True,False,False,False,22.5859442,88.3805967,network,0.0,1387869489846,1387869491.066
2ec2920f-4328-4842-a656-cbd279f69ab8-122,32c6eef1-f955-4439-a76f-33fcfe4d7679,1387869491.245,905.0,0.0,0.0,176521566000000,cached,cell,905.0,0.0,0.0,176521566000000,2000.0,0.0,0.0,176521566000000,True,False,False,False,22.594594594594593,88.38766939354473,network,0.0,1387869491141,True,False,False,False,22.5859442,88.3805967,network,0.0,1387869491141,,stationary,True,False,False,False,22.5859442,88.3805967,network,0.0,1387869491141,1387869491.245
2ec2920f-4328-4842-a656-cbd279f69ab8-123,32c6eef1-f955-4439-a76f-33fcfe4d7679,1387869491.265,905.0,0.0,0.0,176521566000000,cached,cell,905.0,0.0,0.0,176521566000000,2000.0,0.0,0.0,176521566000000,True,False,False,False,22.594594594594593,88.38766939354473,network,0.0,1387869491141,True,False,False,False,22.5859442,88.3805967,network,0.0,1387869491141,,stationary,True,False,False,False,22.5859442,88.3805967,network,0.0,1387869491141,1387869491.265
2ec2920f-4328-4842-a656-cbd279f69ab8-124,32c6eef1-f955-4439-a76f-33fcfe4d7679,1387869491.816,6.0,-52.00858560476505,180.26987,176522237225676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,True,True,True,True,22.58568984750771,88.37990365050135,gps,0.8789924,1387869492000,1387869491.816
2ec2920f-4328-4842-a656-cbd279f69ab8-130,32c6eef1-f955-4439-a76f-33fcfe4d7679,1387869492.831,6.0,-52.00858560476505,180.26987,176522237225676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,True,True,True,True,22.58568984750771,88.37990365050135,gps,0.8789924,1387869492000,1387869492.831
2ec2920f-4328-4842-a656-cbd279f69ab8-136,32c6eef1-f955-4439-a76f-33fcfe4d7679,1387869492.84,905.0,0.0,0.0,176522305000000,cached,cell,905.0,0.0,0.0,176522305000000,2000.0,0.0,0.0,176522305000000,True,False,False,False,22.594594594594593,88.38766939354473,network,0.0,1387869491880,True,False,False,False,22.5859442,88.3805967,network,0.0,1387869491880,,stationary,True,False,False,False,22.5859442,88.3805967,network,0.0,1387869491880,1387869492.84
2ec2920f-4328-4842-a656-cbd279f69ab8-138,32c6eef1-f955-4439-a76f-33fcfe4d7679,1387869492.905,905.0,0.0,0.0,176523268000000,cached,cell,905.0,0.0,0.0,176523268000000,2000.0,0.0,0.0,176523268000000,True,False,False,False,22.594594594594593,88.38766939354473,network,0.0,1387869492843,True,False,False,False,22.5859442,88.3805967,network,0.0,1387869492843,,stationary,True,False,False,False,22.5859442,88.3805967,network,0.0,1387869492843,1387869492.905
2ec2920f-4328-4842-a656-cbd279f69ab8-140,32c6eef1-f955-4439-a76f-33fcfe4d7679,1387869492.916,905.0,0.0,0.0,176523268000000,cached,cell,905.0,0.0,0.0,176523268000000,2000.0,0.0,0.0,176523268000000,True,False,False,False,22.594594594594593,88.38766939354473,network,0.0,1387869492843,True,False,False,False,22.5859442,88.3805967,network,0.0,1387869492843,,stationary,True,False,False,False,22.5859442,88.3805967,network,0.0,1387869492843,1387869492.916
2ec2920f-4328-4842-a656-cbd279f69ab8-194,32c6eef1-f955-4439-a76f-33fcfe4d7679,1387869498.263,6.0,-52.27093821660147,180.3824,176524207623626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,True,True,True,True,22.585664233841204,88.37990231992951,gps,0.9271521,1387869494000,1387869498.263
2ec2920f-4328-4842-a656-cbd279f69ab8-195,32c6eef1-f955-4439-a76f-33fcfe4d7679,1387869498.327,905.0,0.0,0.0,176526617000000,cached,cell,905.0,0.0,0.0,176526617000000,2000.0,0.0,0.0,176526617000000,True,False,False,False,22.594594594594593,88.38766939354473,network,0.0,1387869496192,True,False,False,False,22.5859442,88.3805967,network,0.0,1387869496192,,stationary,True,False,False,False,22.5859442,88.3805967,network,0.0,1387869496192,1387869498.327
2ec2920f-4328-4842-a656-cbd279f69ab8-199,32c6eef1-f955-4439-a76f-33fcfe4d7679,1387869498.426,905.0,0.0,0.0,176528752000000,cached,cell,905.0,0.0,0.0,176528752000000,2000.0,0.0,0.0,176528752000000,True,False,False,False,22.594594594594593,88.38766939354473,network,0.0,1387869498327,True,False,False,False,22.5859442,88.3805967,network,0.0,1387869498327,,stationary,True,False,False,False,22.5859442,88.3805967,network,0.0,1387869498327,1387869498.426
2ec2920f-4328-4842-a656-cbd279f69ab8-211,32c6eef1-f955-4439-a76f-33fcfe4d7679,1387869498.486,905.0,0.0,0.0,176528752000000,cached,cell,905.0,0.0,0.0,176528752000000,2000.0,0.0,0.0,176528752000000,True,False,False,False,22.594594594594593,88.38766939354473,network,0.0,1387869498327,True,False,False,False,22.5859442,88.3805967,network,0.0,1387869498327,,stationary,True,False,False,False,22.5859442,88.3805967,network,0.0,1387869498327,1387869498.486
2ec2920f-4328-4842-a656-cbd279f69ab8-241,32c6eef1-f955-4439-a76f-33fcfe4d7679,1387869498.802,6.0,-53.042906247117564,211.99792,176529200024748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,True,True,True,True,22.585577480649125,88.37987062186238,gps,1.0514463,1387869499000,1387869498.802
2ec2920f-4328-4842-a656-cbd279f69ab8-244,32c6eef1-f955-4439-a76f-33fcfe4d7679,1387869498.825,6.0,-53.042906247117564,211.99792,176529200024748,,,905.0,0.0,0.0,176528752000000,2000.0,0.0,0.0,176528752000000,True,False,False,False,22.594594594594593,88.38766939354473,network,0.0,1387869498327,True,False,False,False,22.5859442,88.3805967,network,0.0,1387869498327,0,,True,True,True,True,22.585577480649125,88.37987062186238,gps,1.0514463,1387869499000,1387869498.825
2ec2920f-4328-4842-a656-cbd279f69ab8-285,32c6eef1-f955-4439-a76f-33fcfe4d7679,1387869521.325,6.0,-53.042906247117564,211.99792,176529200024748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,True,True,True,True,22.585577480649125,88.37987062186238,gps,1.0514463,1387869499000,1387869521.325
2ec2920f-4328-4842-a656-cbd279f69ab8-294,32c6eef1-f955-4439-a76f-33fcfe4d7679,1387869521.665,905.0,0.0,0.0,176550705000000,cached,cell,905.0,0.0,0.0,176550705000000,2000.0,0.0,0.0,176550705000000,True,False,False,False,22.594594594594593,88.38766939354473,network,0.0,1387869520280,True,False,False,False,22.5859442,88.3805967,network,0.0,1387869520280,,stationary,True,False,False,False,22.5859442,88.3805967,network,0.0,1387869520280,1387869521.665
2ec2920f-4328-4842-a656-cbd279f69ab8-321,32c6eef1-f955-4439-a76f-33fcfe4d7679,1387869521.991,905.0,0.0,0.0,176551814000000,cached,cell,905.0,0.0,0.0,176551814000000,2000.0,0.0,0.0,176551814000000,True,False,False,False,22.594594594594593,88.38766939354473,network,0.0,1387869521389,True,False,False,False,22.5859442,88.3805967,network,0.0,1387869521389,,stationary,True,False,False,False,22.5859442,88.3805967,network,0.0,1387869521389,1387869521.991
2ec2920f-4328-4842-a656-cbd279f69ab8-338,32c6eef1-f955-4439-a76f-33fcfe4d7679,1387869522.234,905.0,0.0,0.0,176551814000000,cached,cell,905.0,0.0,0.0,176551814000000,2000.0,0.0,0.0,176551814000000,True,False,False,False,22.594594594594593,88.38766939354473,network,0.0,1387869521389,True,False,False,False,22.5859442,88.3805967,network,0.0,1387869521389,,stationary,True,False,False,False,22.5859442,88.3805967,network,0.0,1387869521389,1387869522.234
2ec2920f-4328-4842-a656-cbd279f69ab8-359,32c6eef1-f955-4439-a76f-33fcfe4d7679,1387869522.296,8.0,-56.045211033813146,181.26575,176552234936857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,True,True,True,True,22.585341355920274,88.37982858444896,gps,1.1312865,1387869522000,1387869522.296
2ec2920f-4328-4842-a656-cbd279f69ab8-360,32c6eef1-f955-4439-a76f-33fcfe4d7679,1387869522.31,8.0,-56.045211033813146,181.26575,176552234936857,,,905.0,0.0,0.0,176551814000000,2000.0,0.0,0.0,176551814000000,True,False,False,False,22.594594594594593,88.38766939354473,network,0.0,1387869521389,True,False,False,False,22.5859442,88.3805967,network,0.0,1387869521389,0,,True,True,True,True,22.585341355920274,88.37982858444896,gps,1.1312865,1387869522000,1387869522.31
2ec2920f-4328-4842-a656-cbd279f69ab8-439,32c6eef1-f955-4439-a76f-33fcfe4d7679,1387869523.328,8.0,-56.045211033813146,181.26575,176552234936857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,True,True,True,True,22.585341355920274,88.37982858444896,gps,1.1312865,1387869522000,1387869523.328
2ec2920f-4328-4842-a656-cbd279f69ab8-442,32c6eef1-f955-4439-a76f-33fcfe4d7679,1387869523.34,905.0,0.0,0.0,176552871000000,cached,cell,905.0,0.0,0.0,176552871000000,2000.0,0.0,0.0,176552871000000,True,False,False,False,22.594594594594593,88.38766939354473,network,0.0,1387869522446,True,False,False,False,22.5859442,88.3805967,network,0.0,1387869522446,,stationary,True,False,False,False,22.5859442,88.3805967,network,0.0,1387869522446,1387869523.34
2ec2920f-4328-4842-a656-cbd279f69ab8-447,32c6eef1-f955-4439-a76f-33fcfe4d7679,1387869526.248,8.0,-56.57427273359057,191.64442,176555203717374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,True,True,True,True,22.585300752808454,88.37982352658287,gps,1.1247878,1387869525000,1387869526.248
2ec2920f-4328-4842-a656-cbd279f69ab8-449,32c6eef1-f955-4439-a76f-33fcfe4d7679,1387869537.424,8.0,-56.57427273359057,191.64442,176555203717374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,True,True,True,True,22.585300752808454,88.37982352658287,gps,1.1247878,1387869525000,1387869537.424
2ec2920f-4328-4842-a656-cbd279f69ab8-450,32c6eef1-f955-4439-a76f-33fcfe4d7679,1387869537.434,905.0,0.0,0.0,176566722000000,cached,cell,905.0,0.0,0.0,176566722000000,2000.0,0.0,0.0,176566722000000,True,False,False,False,22.594594594594593,88.38766939354473,network,0.0,1387869536297,True,False,False,False,22.5859442,88.3805967,network,0.0,1387869536297,,stationary,True,False,False,False,22.5859442,88.3805967,network,0.0,1387869536297,1387869537.434
2ec2920f-4328-4842-a656-cbd279f69ab8-451,32c6eef1-f955-4439-a76f-33fcfe4d7679,1387869537.5,905.0,0.0,0.0,176567839000000,cached,cell,905.0,0.0,0.0,176567839000000,2000.0,0.0,0.0,176567839000000,True,False,False,False,22.594594594594593,88.38766939354473,network,0.0,1387869537414,True,False,False,False,22.5859442,88.3805967,network,0.0,1387869537414,,stationary,True,False,False,False,22.5859442,88.3805967,network,0.0,1387869537414,1387869537.5
2ec2920f-4328-4842-a656-cbd279f69ab8-452,32c6eef1-f955-4439-a76f-33fcfe4d7679,1387869537.518,905.0,0.0,0.0,176567839000000,cached,cell,905.0,0.0,0.0,176567839000000,2000.0,0.0,0.0,176567839000000,True,False,False,False,22.594594594594593,88.38766939354473,network,0.0,1387869537414,True,False,False,False,22.5859442,88.3805967,network,0.0,1387869537414,,stationary,True,False,False,False,22.5859442,88.3805967,network,0.0,1387869537414,1387869537.518
2ec2920f-4328-4842-a656-cbd279f69ab8-453,32c6eef1-f955-4439-a76f-33fcfe4d7679,1387869537.803,6.0,-56.88612985871135,172.47705,176568215222502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,True,True,True,True,22.585152532169907,88.37979200837043,gps,1.1879905,1387869538000,1387869537.803
2ec2920f-4328-4842-a656-cbd279f69ab8-454,32c6eef1-f955-4439-a76f-33fcfe4d7679,1387869537.835,6.0,-56.88612985871135,172.47705,176568215222502,,,905.0,0.0,0.0,176567839000000,2000.0,0.0,0.0,176567839000000,True,False,False,False,22.594594594594593,88.38766939354473,network,0.0,1387869537414,True,False,False,False,22.5859442,88.3805967,network,0.0,1387869537414,0,,True,True,True,True,22.585152532169907,88.37979200837043,gps,1.1879905,1387869538000,1387869537.835
2ec2920f-4328-4842-a656-cbd279f69ab8-610,32c6eef1-f955-4439-a76f-33fcfe4d7679,1387869552.254,6.0,-55.610004858946354,189.82968,176582197858000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,True,True,True,True,22.584970577711324,88.37978314134467,gps,1.1908313,1387869552000,1387869552.254
2ec2920f-4328-4842-a656-cbd279f69ab8-611,32c6eef1-f955-4439-a76f-33fcfe4d7679,1387869552.26,905.0,0.0,0.0,176581979000000,cached,cell,905.0,0.0,0.0,176581979000000,2000.0,0.0,0.0,176581979000000,True,False,False,False,22.594594594594593,88.38766939354473,network,0.0,1387869551554,True,False,False,False,22.5859442,88.3805967,network,0.0,1387869551554,,stationary,True,False,False,False,22.5859442,88.3805967,network,0.0,1387869551554,1387869552.26
2ec2920f-4328-4842-a656-cbd279f69ab8-612,32c6eef1-f955-4439-a76f-33fcfe4d7679,1387869554.223,6.0,-55.610004858946354,189.82968,176582197858000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,True,True,True,True,22.584970577711324,88.37978314134467,gps,1.1908313,1387869552000,1387869554.223
2ec2920f-4328-4842-a656-cbd279f69ab8-768,32c6eef1-f955-4439-a76f-33fcfe4d7679,1387869583.232,6.0,-55.610004858946354,189.82968,176582197858000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,True,True,True,True,22.584970577711324,88.37978314134467,gps,1.1908313,1387869552000,1387869583.232
2ec2920f-4328-4842-a656-cbd279f69ab8-769,32c6eef1-f955-4439-a76f-33fcfe4d7679,1387869583.266,905.0,0.0,0.0,176612755000000,cached,cell,905.0,0.0,0.0,176612755000000,2000.0,0.0,0.0,176612755000000,True,False,False,False,22.594594594594593,88.38766939354473,network,0.0,1387869582330,True,False,False,False,22.5859442,88.3805967,network,0.0,1387869582330,,stationary,True,False,False,False,22.5859442,88.3805967,network,0.0,1387869582330,1387869583.266
2ec2920f-4328-4842-a656-cbd279f69ab8-770,32c6eef1-f955-4439-a76f-33fcfe4d7679,1387869583.293,905.0,0.0,0.0,176613693000000,cached,cell,905.0,0.0,0.0,176613693000000,2000.0,0.0,0.0,176613693000000,True,False,False,False,22.594594594594593,88.38766939354473,network,0.0,1387869583268,True,False,False,False,22.5859442,88.3805967,network,0.0,1387869583268,,stationary,True,False,False,False,22.5859442,88.3805967,network,0.0,1387869583268,1387869583.293
2ec2920f-4328-4842-a656-cbd279f69ab8-771,32c6eef1-f955-4439-a76f-33fcfe4d7679,1387869583.31,905.0,0.0,0.0,176613693000000,cached,cell,905.0,0.0,0.0,176613693000000,2000.0,0.0,0.0,176613693000000,True,False,False,False,22.594594594594593,88.38766939354473,network,0.0,1387869583268,True,False,False,False,22.5859442,88.3805967,network,0.0,1387869583268,,stationary,True,False,False,False,22.5859442,88.3805967,network,0.0,1387869583268,1387869583.31
2ec2920f-4328-4842-a656-cbd279f69ab8-794,32c6eef1-f955-4439-a76f-33fcfe4d7679,1387869583.8,12.0,-54.54837426557035,174.89763,176614215405608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,True,True,True,True,22.584574669111447,88.37972483524615,gps,1.5446255,1387869584000,1387869583.8
