id,device,timestamp,accuracy,timestamp,x,y,z
fdc2305b-e3fd-4d44-b92e-1ade68b5d2fa-7,8b49b77b-3813-4bd9-9fda-29ea56673c1e,1388057286.550165,3,1388057286.550165,-0.93852705,3.8881836,11.659762
fdc2305b-e3fd-4d44-b92e-1ade68b5d2fa-8,8b49b77b-3813-4bd9-9fda-29ea56673c1e,1388057286.561915,3,1388057286.561915,-1.0414777,3.989937,11.915942
fdc2305b-e3fd-4d44-b92e-1ade68b5d2fa-9,8b49b77b-3813-4bd9-9fda-29ea56673c1e,1388057286.573969,3,1388057286.573969,-1.0139444,4.0174704,11.701661
fdc2305b-e3fd-4d44-b92e-1ade68b5d2fa-10,8b49b77b-3813-4bd9-9fda-29ea56673c1e,1388057286.585779,3,1388057286.585779,-0.9888053,4.152743,11.489774
fdc2305b-e3fd-4d44-b92e-1ade68b5d2fa-11,8b49b77b-3813-4bd9-9fda-29ea56673c1e,1388057286.59762,3,1388057286.59762,-1.0295067,4.286818,11.257536
fdc2305b-e3fd-4d44-b92e-1ade68b5d2fa-12,8b49b77b-3813-4bd9-9fda-29ea56673c1e,1388057286.609553,3,1388057286.609553,-0.997185,4.390966,11.066
fdc2305b-e3fd-4d44-b92e-1ade68b5d2fa-13,8b49b77b-3813-4bd9-9fda-29ea56673c1e,1388057286.621332,3,1388057286.621332,-0.8355764,4.4184995,10.973824
fdc2305b-e3fd-4d44-b92e-1ade68b5d2fa-14,8b49b77b-3813-4bd9-9fda-29ea56673c1e,1388057286.633082,3,1388057286.633082,-0.61291564,4.39336,11.018116
fdc2305b-e3fd-4d44-b92e-1ade68b5d2fa-15,8b49b77b-3813-4bd9-9fda-29ea56673c1e,1388057286.645258,3,1388057286.645258,-0.41180268,4.459201,11.0695915
fdc2305b-e3fd-4d44-b92e-1ade68b5d2fa-16,8b49b77b-3813-4bd9-9fda-29ea56673c1e,1388057286.657068,3,1388057286.657068,-0.23822308,4.605247,11.207258
fdc2305b-e3fd-4d44-b92e-1ade68b5d2fa-17,8b49b77b-3813-4bd9-9fda-29ea56673c1e,1388057286.668848,3,1388057286.668848,-0.19033903,4.673482,11.307815
fdc2305b-e3fd-4d44-b92e-1ade68b5d2fa-19,8b49b77b-3813-4bd9-9fda-29ea56673c1e,1388057286.680384,3,1388057286.680384,-0.10654198,4.6902413,11.383232
fdc2305b-e3fd-4d44-b92e-1ade68b5d2fa-20,8b49b77b-3813-4bd9-9fda-29ea56673c1e,1388057286.692225,3,1388057286.692225,-0.15801731,4.548983,11.47062
fdc2305b-e3fd-4d44-b92e-1ade68b5d2fa-22,8b49b77b-3813-4bd9-9fda-29ea56673c1e,1388057286.704035,3,1388057286.704035,-0.1436521,4.4005427,11.391612
